V1,V2
X,181549568
X,182492928
X,174434816
X,175682560
X,175701760
X,175363328
X,197757696
X,333374208
X,344344064
X,326973184
X,233535744
X,498887936
X,326817536
X,385278720
X,377548032
X,208282624
X,206677760
X,326329088
X,279219456
X,455337472
X,376228096
X,446879744
X,208294400
X,261821184
X,274093312
X,334643456
X,240232448
X,344327168
X,388550144
X,388945664
X,494077696
X,373124864
X,235011840
X,377907712
X,368494592
X,469792000
X,484903424
X,360427264
X,538601984
X,422926592
X,468474880
X,291659520
X,246291712
X,493865472
X,378060288
X,651866624
X,473107200
X,508815104
X,442818304
X,300297472
X,455751424
X,355082752
X,344833280
X,301992960
X,528923904
X,509574656
X,374046976
X,417935360
X,431772160
X,562718720
X,325799168
X,531984640
X,213005568
X,494803200
X,465103360
X,536100864
X,314445056
X,388960000
X,652404992
X,530445568
X,539568384
X,383315968
X,327757568
X,310187264
X,570892800
X,277592064
X,234750464
X,542240768
X,532812032
X,416670976
X,248771840
X,234579200
X,311519232
X,499649280
X,612633344
X,346912512
X,552501504
X,309665536
X,310633728
X,630729728
X,397335808
X,316475648
X,390921472
X,288783104
X,478668288
X,509453312
X,493269760
X,611969792
X,588242176
X,241157632
X,292214784
X,315298048
X,583687936
X,714052608
X,447458816
X,389207296
X,296365568
X,499308544
X,346101248
X,213692672
X,593987840
X,547748352
X,545741056
X,567012096
X,322720512
X,527768064
X,289892352
X,454595072
X,454063104
X,545030144
X,357121536
X,394035456
X,331156736
X,365286912
X,565822208
X,446153216
X,354709504
X,505756672
X,522903040
X,420158720
X,597759232
X,687877120
X,631312896
X,419480064
X,557798912
X,460859136
X,425693184
X,377320192
X,351906304
X,214685952
X,505644544
X,438941440
X,440810240
X,457807104
X,668115456
X,478901760
X,309770752
X,506675200
X,353773056
X,355368704
X,480788736
X,398190080
X,506576640
X,429334016
X,335118080
X,360388096
X,497015552
X,742086400
X,326118912
X,542545408
X,291281920
X,394279424
X,668956672
X,568489216
X,553257984
X,309437952
X,431994624
X,454344448
X,358822144
X,686401024
X,259979776
X,318472960
X,319056640
X,451699200
X,575534848
X,412594944
X,709715712
X,546241792
X,675653888
X,543302400
X,579013376
X,456001792
X,555157504
X,551193600
X,572206592
X,510372608
X,409675264
X,405274112
X,315283968
X,464585216
X,586322176
X,389264384
X,588569856
X,611314944
X,623791872
X,433884672
X,633385216
X,703888384
X,283492352
X,506824960
X,418497280
X,336465408
X,615868160
X,431399680
X,661870592
X,579238656
X,453307136
X,503332352
X,697260032
X,400609024
X,286613504
X,506440704
X,540828672
X,572255488
