V1,V2
X,671363072
X,416827392
X,533764608
X,544780800
X,701221376
X,392492288
X,327869440
X,490312192
X,497484800
X,567183616
X,589544704
X,434179072
X,622654464
X,603943680
X,575696128
X,548374528
X,270701312
X,607048192
X,474925312
X,692728064
X,453902848
X,631435520
X,596332544
X,577042944
X,689641984
X,604088832
X,695064320
X,597795328
X,568112128
X,539703552
X,482901504
X,490891520
X,467634432
X,605034240
X,620448256
X,437979904
X,551163392
X,654756608
X,453010176
X,541693952
X,629224960
X,390380544
X,451899392
X,557135616
X,268684544
X,540567040
X,557076480
X,552872448
X,648860416
X,680942592
X,498547968
X,678250240
X,524589568
X,438421760
X,473363712
X,529504512
X,579701248
X,594987520
X,629367808
X,702993408
X,681182976
X,559771904
X,555338752
X,503059712
X,576983808
X,563112448
X,380316160
X,654897664
X,319910912
X,626420224
X,685718784
X,484204544
X,601213696
X,518207744
X,550458112
X,445078016
X,348123648
X,546952704
X,418587648
X,558892800
X,501175040
X,580938752
X,518798080
X,628524288
X,659395584
X,655743232
X,375387136
X,651877888
X,526670336
X,546246400
X,643447808
X,592780288
X,603464192
X,621630208
X,499192576
X,668481024
X,411479040
X,610142976
X,382399488
X,514697472
X,644418048
X,584571136
X,719671040
X,521054720
X,680656128
X,715052800
X,499322624
X,448823552
X,400247808
X,518772224
X,541796352
X,583705088
X,611332352
X,499117056
X,542555648
X,548771328
X,505306112
X,396588032
X,514585344
X,545225984
X,602684416
X,783322624
X,435956992
X,502591744
X,818423296
X,522127872
X,658801152
X,727662848
X,509648640
X,422865664
X,526441216
X,491217152
X,806056192
X,530915584
X,548892160
X,732058624
X,467221248
X,398156800
X,434509568
X,455882752
X,496545024
X,364751360
X,457354496
X,463251200
X,583937024
X,653712640
X,413823744
X,408796928
X,654344960
X,345546496
X,570911744
X,463289600
X,581471488
X,551118080
X,760225280
X,762241536
X,594189824
X,709818624
X,580840448
X,474021376
X,620905728
X,545957888
X,661033984
X,498039040
X,428826880
X,601339648
X,591063040
X,658823424
X,440216576
X,489442304
X,550356224
X,686625024
X,445353984
X,586005760
X,483932928
X,467313920
X,789758720
X,592089088
X,498934272
X,590078976
X,546226176
X,549591552
X,658451712
X,605549824
X,670688512
X,570471168
X,671851264
X,597470464
X,609630976
X,480439552
X,794550784
X,594093824
X,527727360
X,607034368
X,666094848
X,470604288
X,525857024
X,744499968
X,510375680
X,706723840
X,540288512
X,594665728
X,602665472
X,411741696
X,669644800
X,452774656
X,442632704
X,447833088
X,634851328
X,623234560
X,765361920
X,325501440
X,574099456
X,626284800
X,584050944
X,585142272
X,559348480
X,650649856
X,568817920
X,450237440
X,612393216
X,627819776
X,795093504
X,579125760
X,490022144
X,469936896
X,516101376
X,602423808
X,490929664
X,390227200
X,662916352
X,468777472
X,689703936
X,608642304
X,667964416
X,683679744
X,578330112
X,575691008
X,530718976
X,547114496
X,647525120
X,416744448
X,569320192
X,609697536
X,562067456
X,516034816
X,625784064
X,596217600
X,329416192
X,541334784
X,649855744
X,438705408
X,592524544
X,584457472
X,498377472
X,631587840
X,544666112
X,583865600
X,837623040
X,497444096
X,611957504
X,497770240
X,658875136
X,709305088
X,671674624
X,645387008
X,551911936
X,612156160
X,599949824
X,442435072
X,493964032
X,542534912
X,433513216
X,462277376
X,618057216
X,648547328
X,687649024
X,503008256
X,542779136
X,526606336
X,491747328
X,522893568
X,644492288
X,682569728
X,594053376
X,536259840
X,497904896
X,466347520
X,629856256
X,540585472
X,525291008
X,586405376
X,561542144
X,518736128
X,706869504
X,505620480
X,488673280
X,695349248
X,647149312
X,501800448
X,739237120
X,471756032
X,682688768
X,631865088
X,688532224
X,626261248
X,639891200
X,452045312
X,525484544
X,555199232
X,629052160
X,409164800
X,695159040
X,755421440
X,593313792
X,549249792
X,679116288
X,481938432
X,605341696
X,673112576
X,555529984
X,461038848
X,499840256
X,587589376
X,528388096
X,549777152
X,574063360
X,492481792
X,593298688
X,605372416
X,523479296
X,484585984
X,513634560
X,598089472
X,487562496
X,520280320
X,706424320
X,343623424
X,496280320
X,301548288
X,654969600
X,689709312
X,406294016
X,528726016
X,522360064
X,633585408
X,455158784
X,639685632
X,549011456
X,652234496
X,572940288
X,529394944
X,863599104
X,715075328
X,655429120
X,609087232
X,591034624
X,441466880
X,385841152
X,494966272
X,691819264
X,577423360
X,467512064
X,677071360
X,637332480
X,745547008
X,694784256
X,495528448
X,627549696
X,539979008
X,688937472
X,672441600
X,438590976
X,676375040
X,570415360
X,524043264
X,614305024
X,743656448
X,552213760
X,495472896
X,525255424
X,405426944
X,658630400
X,547676928
X,614343936
X,410332416
X,606129920
X,595536640
X,549114624
X,489266432
X,467523584
X,374319872
X,531539968
X,640269824
X,648687872
X,507488256
X,515478784
X,716173312
X,539466752
X,472630272
X,483497984
X,521012992
X,501551872
X,573638656
X,567633664
X,579062528
X,494282496
X,472808960
X,677488640
X,573557504
X,560611328
X,472199168
X,611342080
X,579599872
X,470075904
X,661080064
X,717452800
X,592334336
X,458166016
X,515307008
X,580655616
X,576328448
X,496252672
X,613393152
X,541208832
X,488677120
X,389824768
X,545589504
X,438626048
X,532061696
X,644793344
X,517454336
X,759810560
X,571498240
X,668419328
X,731818240
X,614773760
X,562641408
X,552181504
X,411121664
X,670455808
X,554529792
X,543189504
X,583536384
X,453592576
X,594306048
X,589542400
X,555059712
X,608025856
X,531907328
X,467897344
X,622179840
X,540742912
X,690956032
X,464594944
X,656840448
X,495129344
X,627252224
X,520788992
X,607822080
X,517146112
X,600323328
X,405426688
X,421803008
X,546536960
X,498204672
X,683932928
X,522109696
X,546984704
X,620578304
X,431613184
X,492868096
X,587382528
X,393103616
X,587649792
X,661105408
X,684978944
X,654286080
X,598880512
X,220217856
X,592993792
X,492331776
X,536076032
X,356096256
X,517167360
X,707674880
X,574165248
X,607452160
X,780351232
X,500440576
X,430220800
X,514219264
X,727420416
X,545410816
X,504481792
X,436601344
X,497679104
X,488610304
X,526466560
X,602778624
X,581566720
X,626041856
X,713218048
X,524949760
X,572755968
X,490149888
X,492645120
X,481382144
X,479395584
X,675903744
X,527020288
X,676118784
X,722754304
X,507611648
X,497472768
X,598418688
X,437121280
X,682087680
X,619367680
X,627226112
X,401673216
X,384107264
X,402016512
X,457740544
X,502125312
X,574428928
X,607889920
X,640026880
X,494054144
X,579704320
X,481069312
X,751715072
X,408470784
X,481859840
X,519892224
X,568883712
X,473392128
X,612993536
X,581163520
X,574273792
X,566998528
X,630672640
X,628111360
X,571606784
X,604695040
X,602815232
X,636956160
X,653901312
X,573012736
X,524293632
X,556758784
X,447165952
X,489824768
X,656896000
X,713511168
X,558921472
X,687888128
X,540800000
X,623171840
X,640021504
X,444642560
X,679731712
X,373882624
X,518798336
X,454487552
X,601585920
X,641156864
X,461305600
X,592136448
X,715229696
X,453360384
X,636584704
X,411386880
X,529770496
X,533496064
X,646186752
X,649920000
X,472885504
X,683116032
X,690540032
X,527251200
X,644626688
X,491139072
X,591980800
X,518583808
X,575399936
X,457871360
X,624666624
X,376417536
X,628262912
X,626269696
X,660673792
X,324245248
X,523976704
X,441490944
X,714159616
X,217976320
X,680645632
X,522362880
X,474290944
X,629690624
X,517726464
X,494847488
X,520553728
X,258619648
X,578233600
X,582925056
X,476123648
X,616655360
X,733296896
X,604359424
X,544283136
X,577287936
X,557351680
X,495364352
X,629895168
X,353952512
X,601952768
X,367961856
X,579266304
X,445693952
X,567903488
X,418233856
X,629435648
X,495698432
X,670736896
X,581444096
X,519857152
X,637219584
X,747586816
X,518852864
X,817712640
X,552041472
X,738699008
X,527139840
X,714661888
X,539931904
X,425833472
X,572368896
X,656954880
X,654577408
X,681147136
X,463443456
X,580515072
X,568042496
X,494589184
X,618823424
X,460655872
X,797729792
X,616000768
X,662294528
X,541229312
X,717209600
X,596977664
X,580077568
X,444921088
X,493769216
X,620449792
X,523172096
X,628431104
X,486843136
X,414851072
X,636480512
X,524042752
X,698663680
X,589552384
X,734393600
X,498201088
X,609002240
X,624148224
X,666325760
X,532927232
X,611212544
X,422935552
X,461139712
X,485087744
X,550019072
X,661264640
X,522858240
X,539083008
X,507852032
X,682370048
X,528212480
X,442833920
X,629357312
X,408928768
X,573579008
X,528025088
X,571913472
X,524226048
X,620707072
X,568978432
X,522597376
X,687753984
X,492928256
X,576841216
X,457836032
X,652141824
X,715556352
X,601365504
X,556598016
X,524785152
X,410790656
X,523499520
X,602758912
X,547253760
X,586463744
X,398215936
X,633272832
X,615850752
X,484916736
X,668782080
X,572951552
X,513407488
X,600375552
X,474731264
X,642376192
X,734070016
X,593498368
X,325984768
X,500788224
X,424969472
X,597767168
X,426990592
X,605327616
X,579970048
X,469383168
X,538280704
X,414418944
X,536717056
X,463410432
X,552429056
X,405168128
X,596036608
X,471625216
X,482366208
X,645728000
X,688863488
X,578617344
X,890435072
X,575750144
X,679704832
X,632466176
X,559778304
X,644842240
X,658102528
X,566189568
X,547778048
X,642047744
X,477110016
X,543007232
X,655118592
X,563572480
X,597673728
X,474251520
X,509197824
X,405414656
X,606040320
X,546097920
X,448838912
X,521243904
X,485205248
X,521359872
X,739667200
X,559792128
X,639119360
X,454787072
X,601435136
X,507097856
X,496727808
X,510954752
X,564679680
X,523740672
X,380236544
X,660617472
X,416644096
X,752140288
X,551793920
X,575098112
X,615192064
X,514909696
X,698573056
X,444600320
X,582174464
X,670428672
X,607388416
X,519868416
X,571517440
X,731552256
X,696443648
X,525088000
X,500475392
X,465657856
X,636237568
X,779944192
X,629769728
X,472138496
X,575244288
X,681348096
X,610222592
X,493504768
X,657524480
X,495944704
X,541004544
X,489658880
X,578764544
X,738551296
X,578633216
X,708895488
X,538206464
X,504900352
X,603467520
X,631371776
X,661681152
X,655112704
X,788865280
X,632245248
X,438159104
X,497385728
X,653679616
X,514958592
X,529574400
X,504112896
X,571046656
X,666352128
X,410281216
X,554107648
X,526179328
X,580846848
X,441888768
X,554085632
X,768932096
X,549684736
X,510528256
X,404692736
X,539364608
X,463369984
X,515857152
X,589815808
X,564989952
X,629793792
X,629564928
X,520375552
X,533086464
X,407599360
X,728484864
X,468760064
X,561694720
X,598596864
X,420812032
X,490277376
X,604833536
X,655242240
X,570133248
X,474660608
X,489788160
X,496061440
X,501538048
X,659938816
X,710295296
X,496554240
X,434379264
X,502604032
X,608833280
X,780055040
X,658828032
X,602387200
X,698561536
X,307795968
X,493829632
X,641909760
X,702882304
X,586501120
X,578717440
X,575122432
X,609012480
X,547009024
X,432625664
X,621674752
X,631823872
X,527346688
X,616821248
X,698995712
X,526629376
X,584544768
X,567800576
X,569886208
X,550904064
X,441576192
X,492557568
X,552440320
X,630344704
X,717051648
X,643677440
X,576324096
X,552171776
X,257841664
X,466633216
X,577666816
X,783524864
X,665760768
X,580743424
X,642903296
X,620479744
X,454493184
X,675471104
X,493633792
X,572876288
X,711055360
X,564359424
X,652485632
X,576361216
X,639300352
X,473566720
X,544491008
X,466804736
X,791255808
X,637357568
X,551572224
X,523256576
X,557530880
X,277378304
X,522010368
X,487035136
X,523803648
X,514212608
X,735364608
X,345467904
X,478081792
X,639281920
X,740955392
X,593890304
X,348296960
X,418671872
X,509158912
X,704357376
X,571205888
X,402791424
X,331687936
X,628081152
X,510382848
X,685836544
X,356429568
X,861310208
X,514523392
X,665806848
X,635530496
X,598786304
X,517770752
X,437046784
X,580039680
X,601044480
X,696000512
X,512472832
X,480438784
X,699504640
X,521235456
X,687237888
X,402478336
X,530644224
X,501937664
X,606081280
X,384687360
X,478217472
X,586590720
X,529471744
X,492693760
X,612565504
X,662186752
X,565445632
X,547043840
X,688108032
X,598931968
X,593094144
X,437433856
X,500951552
X,548100352
X,480897280
X,571627520
X,575510272
X,738471936
X,544985600
